,filename,width,height,class,xmin,ymin,xmax,ymax,label
13,0028_jpg.rf.7b46a07a459c2e6461851d3103472ba2.jpg,640,640,Jubilee,310,465,362,533,6
14,0028_jpg.rf.7b46a07a459c2e6461851d3103472ba2.jpg,640,640,Jubilee,297,105,363,249,6
15,0028_jpg.rf.7b46a07a459c2e6461851d3103472ba2.jpg,640,640,Wolverine,200,30,364,103,3
16,0028_jpg.rf.7b46a07a459c2e6461851d3103472ba2.jpg,640,640,Storm,271,62,321,130,5
17,0028_jpg.rf.7b46a07a459c2e6461851d3103472ba2.jpg,640,640,Storm,373,441,445,604,5
18,0028_jpg.rf.7b46a07a459c2e6461851d3103472ba2.jpg,640,640,Storm,374,113,415,164,5
19,0028_jpg.rf.7b46a07a459c2e6461851d3103472ba2.jpg,640,640,Robot,459,171,541,283,7
20,0028_jpg.rf.7b46a07a459c2e6461851d3103472ba2.jpg,640,640,Robot,450,333,544,505,7
21,0028_jpg.rf.7b46a07a459c2e6461851d3103472ba2.jpg,640,640,Robot,201,467,261,601,7
22,0028_jpg.rf.7b46a07a459c2e6461851d3103472ba2.jpg,640,640,Robot,201,261,253,409,7
23,0028_jpg.rf.7b46a07a459c2e6461851d3103472ba2.jpg,640,640,ProfX,204,191,248,243,8
24,0028_jpg.rf.7b46a07a459c2e6461851d3103472ba2.jpg,640,640,Robot,107,458,151,571,7
25,0028_jpg.rf.7b46a07a459c2e6461851d3103472ba2.jpg,640,640,Storm,25,86,82,166,5
26,0028_jpg.rf.7b46a07a459c2e6461851d3103472ba2.jpg,640,640,Storm,28,551,94,603,5
27,0028_jpg.rf.7b46a07a459c2e6461851d3103472ba2.jpg,640,640,Cyclops,120,393,165,439,4
28,0028_jpg.rf.7b46a07a459c2e6461851d3103472ba2.jpg,640,640,Jubilee,86,333,145,365,6
29,0028_jpg.rf.7b46a07a459c2e6461851d3103472ba2.jpg,640,640,Jubilee,103,267,141,302,6
30,0028_jpg.rf.7b46a07a459c2e6461851d3103472ba2.jpg,640,640,Wolverine,101,223,138,280,3
31,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-118_jpg.rf.7b47d1b9d92f4b19764f38272fe2a706.jpg,640,640,Captain America,173,33,441,203,9
32,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-118_jpg.rf.7b47d1b9d92f4b19764f38272fe2a706.jpg,640,640,Captain America,292,288,480,440,9
33,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-118_jpg.rf.7b47d1b9d92f4b19764f38272fe2a706.jpg,640,640,PeterParker,216,506,386,588,10
34,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-118_jpg.rf.7b47d1b9d92f4b19764f38272fe2a706.jpg,640,640,Mary Jane,395,506,599,586,11
35,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-118_jpg.rf.7b47d1b9d92f4b19764f38272fe2a706.jpg,640,640,PeterParker,205,426,270,486,10
36,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-118_jpg.rf.7b47d1b9d92f4b19764f38272fe2a706.jpg,640,640,Mary Jane,399,211,579,273,11
37,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-118_jpg.rf.7b47d1b9d92f4b19764f38272fe2a706.jpg,640,640,PeterParker,300,215,406,276,10
38,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-118_jpg.rf.7b47d1b9d92f4b19764f38272fe2a706.jpg,640,640,Man,215,225,267,263,12
39,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-180_jpg.rf.7c551cf6364ef44172a7b4759d03693c.jpg,640,640,Spiderman,134,430,404,573,1
40,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-180_jpg.rf.7c551cf6364ef44172a7b4759d03693c.jpg,640,640,Spiderman,121,44,201,295,1
41,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-180_jpg.rf.7c551cf6364ef44172a7b4759d03693c.jpg,640,640,Spiderman,57,224,93,314,1
42,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-180_jpg.rf.7c551cf6364ef44172a7b4759d03693c.jpg,640,640,Spiderman,408,226,526,354,1
43,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-180_jpg.rf.7c551cf6364ef44172a7b4759d03693c.jpg,640,640,PeterParker,471,42,564,178,10
44,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-180_jpg.rf.7c551cf6364ef44172a7b4759d03693c.jpg,640,640,aunt may,229,241,319,391,13
45,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-180_jpg.rf.7c551cf6364ef44172a7b4759d03693c.jpg,640,640,Spiderman,214,60,244,114,1
46,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-133_jpg.rf.7b9dcf8392e2af9306242de3f2fc563f.jpg,640,640,Spiderman,348,28,628,514,1
47,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-133_jpg.rf.7b9dcf8392e2af9306242de3f2fc563f.jpg,640,640,Spiderman,84,17,262,381,1
48,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-133_jpg.rf.7b9dcf8392e2af9306242de3f2fc563f.jpg,640,640,Spiderman,212,455,245,495,1
49,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-133_jpg.rf.7b9dcf8392e2af9306242de3f2fc563f.jpg,640,640,Woman,101,459,135,506,14
50,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-133_jpg.rf.7b9dcf8392e2af9306242de3f2fc563f.jpg,640,640,Man,105,542,132,578,12
51,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-138_jpg.rf.7ad609875249f634115b83dfcf48da00.jpg,640,640,PeterParker,408,90,568,410,10
52,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-138_jpg.rf.7ad609875249f634115b83dfcf48da00.jpg,640,640,PeterParker,335,73,405,259,10
53,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-138_jpg.rf.7ad609875249f634115b83dfcf48da00.jpg,640,640,PeterParker,248,154,330,418,10
54,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-138_jpg.rf.7ad609875249f634115b83dfcf48da00.jpg,640,640,Man,338,435,396,540,12
55,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-295_jpg.rf.7bbc0c194cf1e0223c0db19ef2944a55.jpg,640,640,PeterParker,328,342,586,576,10
56,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-295_jpg.rf.7bbc0c194cf1e0223c0db19ef2944a55.jpg,640,640,PeterParker,211,239,351,323,10
57,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-295_jpg.rf.7bbc0c194cf1e0223c0db19ef2944a55.jpg,640,640,Mary Jane,347,241,585,335,11
58,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-295_jpg.rf.7bbc0c194cf1e0223c0db19ef2944a55.jpg,640,640,Mary Jane,48,340,208,512,11
59,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-295_jpg.rf.7bbc0c194cf1e0223c0db19ef2944a55.jpg,640,640,Man,246,350,316,582,12
60,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-295_jpg.rf.7bbc0c194cf1e0223c0db19ef2944a55.jpg,640,640,Man,161,430,218,480,12
61,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-295_jpg.rf.7bbc0c194cf1e0223c0db19ef2944a55.jpg,640,640,Black Cat,214,434,260,517,15
62,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-295_jpg.rf.7bbc0c194cf1e0223c0db19ef2944a55.jpg,640,640,Man,146,442,180,484,12
63,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-295_jpg.rf.7bbc0c194cf1e0223c0db19ef2944a55.jpg,640,640,Woman,249,441,281,476,14
64,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-295_jpg.rf.7bbc0c194cf1e0223c0db19ef2944a55.jpg,640,640,Man,102,36,197,254,12
65,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-295_jpg.rf.7bbc0c194cf1e0223c0db19ef2944a55.jpg,640,640,PeterParker,398,50,480,254,10
66,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-295_jpg.rf.7bbc0c194cf1e0223c0db19ef2944a55.jpg,640,640,Woman,293,55,367,235,14
67,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-295_jpg.rf.7bbc0c194cf1e0223c0db19ef2944a55.jpg,640,640,Man,242,47,280,84,12
68,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-295_jpg.rf.7bbc0c194cf1e0223c0db19ef2944a55.jpg,640,640,Black Cat,188,47,250,241,15
69,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-295_jpg.rf.7bbc0c194cf1e0223c0db19ef2944a55.jpg,640,640,Mary Jane,476,39,555,242,11
70,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-295_jpg.rf.7bbc0c194cf1e0223c0db19ef2944a55.jpg,640,640,Boy,267,74,293,116,16
71,0026_jpg.rf.7bed87630cb29f3ed17ec4674a930381.jpg,640,640,Wolverine,275,32,381,199,3
72,0026_jpg.rf.7bed87630cb29f3ed17ec4674a930381.jpg,640,640,Cyclops,273,474,391,601,4
73,0026_jpg.rf.7bed87630cb29f3ed17ec4674a930381.jpg,640,640,ProfX,156,446,220,528,8
74,0026_jpg.rf.7bed87630cb29f3ed17ec4674a930381.jpg,640,640,ProfX,159,36,230,141,8
75,0026_jpg.rf.7bed87630cb29f3ed17ec4674a930381.jpg,640,640,Jubilee,99,524,188,612,6
76,0026_jpg.rf.7bed87630cb29f3ed17ec4674a930381.jpg,640,640,Jubilee,137,183,241,231,6
77,0026_jpg.rf.7bed87630cb29f3ed17ec4674a930381.jpg,640,640,ProfX,499,28,531,65,8
78,0026_jpg.rf.7bed87630cb29f3ed17ec4674a930381.jpg,640,640,Robot,398,452,542,602,7
79,0026_jpg.rf.7bed87630cb29f3ed17ec4674a930381.jpg,640,640,Robot,430,337,540,432,7
80,0026_jpg.rf.7bed87630cb29f3ed17ec4674a930381.jpg,640,640,Robot,372,97,537,307,7
81,0160_jpg.rf.7d3dce0e14afd93f8ddc8bc195948ce7.jpg,640,640,Spiderman,179,235,389,369,1
82,0160_jpg.rf.7d3dce0e14afd93f8ddc8bc195948ce7.jpg,640,640,Man,182,42,307,125,12
83,0160_jpg.rf.7d3dce0e14afd93f8ddc8bc195948ce7.jpg,640,640,Spiderman,251,165,343,216,1
84,0160_jpg.rf.7d3dce0e14afd93f8ddc8bc195948ce7.jpg,640,640,Man,201,499,360,599,12
85,0160_jpg.rf.7d3dce0e14afd93f8ddc8bc195948ce7.jpg,640,640,Man,403,477,519,599,12
86,0160_jpg.rf.7d3dce0e14afd93f8ddc8bc195948ce7.jpg,640,640,Man,442,71,534,132,12
87,0160_jpg.rf.7d3dce0e14afd93f8ddc8bc195948ce7.jpg,640,640,Beast,230,433,311,499,17
88,0160_jpg.rf.7d3dce0e14afd93f8ddc8bc195948ce7.jpg,640,640,Beast,437,228,591,486,17
89,0160_jpg.rf.7d3dce0e14afd93f8ddc8bc195948ce7.jpg,640,640,Beast,226,149,251,225,17
90,0160_jpg.rf.7d3dce0e14afd93f8ddc8bc195948ce7.jpg,640,640,Man,190,191,228,231,12
91,0160_jpg.rf.7d3dce0e14afd93f8ddc8bc195948ce7.jpg,640,640,Boy,175,149,196,181,16
92,0160_jpg.rf.7d3dce0e14afd93f8ddc8bc195948ce7.jpg,640,640,Boy,176,360,221,404,16
93,0160_jpg.rf.7d3dce0e14afd93f8ddc8bc195948ce7.jpg,640,640,Boy,465,132,545,210,16
94,0160_jpg.rf.7d3dce0e14afd93f8ddc8bc195948ce7.jpg,640,640,Gambit,200,136,233,194,18
95,0160_jpg.rf.7d3dce0e14afd93f8ddc8bc195948ce7.jpg,640,640,Gambit,226,355,387,435,18
96,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-348_jpg.rf.80302b121c632aae3058a3921307d829.jpg,640,640,Cardiac,64,427,232,581,0
97,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-348_jpg.rf.80302b121c632aae3058a3921307d829.jpg,640,640,Cardiac,69,280,145,384,0
98,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-348_jpg.rf.80302b121c632aae3058a3921307d829.jpg,640,640,Cardiac,116,149,190,210,0
99,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-348_jpg.rf.80302b121c632aae3058a3921307d829.jpg,640,640,Cardiac,283,93,376,137,0
100,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-348_jpg.rf.80302b121c632aae3058a3921307d829.jpg,640,640,Cardiac,414,379,574,460,0
101,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-348_jpg.rf.80302b121c632aae3058a3921307d829.jpg,640,640,Cardiac,517,242,581,372,0
102,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-348_jpg.rf.80302b121c632aae3058a3921307d829.jpg,640,640,Cardiac,467,39,585,113,0
103,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-162_jpg.rf.805224e28707004ed251c3734f309fc6.jpg,640,640,Spiderman,368,44,603,172,1
104,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-162_jpg.rf.805224e28707004ed251c3734f309fc6.jpg,640,640,Spiderman,308,195,380,233,1
105,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-162_jpg.rf.805224e28707004ed251c3734f309fc6.jpg,640,640,Spiderman,418,398,505,450,1
106,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-162_jpg.rf.805224e28707004ed251c3734f309fc6.jpg,640,640,Goblin,167,51,268,93,19
107,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-162_jpg.rf.805224e28707004ed251c3734f309fc6.jpg,640,640,Mysterio,65,143,161,171,20
108,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-162_jpg.rf.805224e28707004ed251c3734f309fc6.jpg,640,640,Mysterio,122,214,198,248,20
109,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-162_jpg.rf.805224e28707004ed251c3734f309fc6.jpg,640,640,Man,245,293,337,349,12
110,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-162_jpg.rf.805224e28707004ed251c3734f309fc6.jpg,640,640,Man,503,333,563,354,12
111,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-162_jpg.rf.805224e28707004ed251c3734f309fc6.jpg,640,640,Man,539,307,601,333,12
112,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-162_jpg.rf.805224e28707004ed251c3734f309fc6.jpg,640,640,Man,388,289,458,309,12
113,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-162_jpg.rf.805224e28707004ed251c3734f309fc6.jpg,640,640,Goblin,83,381,171,413,19
114,0101_jpg.rf.7daedd7a066665d91c1d850fe29a876d.jpg,640,640,Wolverine,272,167,414,366,3
115,0101_jpg.rf.7daedd7a066665d91c1d850fe29a876d.jpg,640,640,Hulk,161,389,365,587,21
116,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-113_jpg.rf.83a3ad7cef399a27993439b75efcd7d2.jpg,640,640,Spiderman,105,357,259,594,1
117,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-113_jpg.rf.83a3ad7cef399a27993439b75efcd7d2.jpg,640,640,Man,238,197,330,323,12
118,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-113_jpg.rf.83a3ad7cef399a27993439b75efcd7d2.jpg,640,640,Mary Jane,271,47,358,130,11
119,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-113_jpg.rf.83a3ad7cef399a27993439b75efcd7d2.jpg,640,640,Mary Jane,373,39,479,247,11
120,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-113_jpg.rf.83a3ad7cef399a27993439b75efcd7d2.jpg,640,640,Mary Jane,488,44,586,130,11
121,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-113_jpg.rf.83a3ad7cef399a27993439b75efcd7d2.jpg,640,640,Man,518,238,572,308,12
122,0037_jpg.rf.838c7e6d88f686dd76cab851da31e5ba.jpg,640,640,Rogue,70,523,106,563,22
123,0037_jpg.rf.838c7e6d88f686dd76cab851da31e5ba.jpg,640,640,Rogue,34,104,132,223,22
124,0037_jpg.rf.838c7e6d88f686dd76cab851da31e5ba.jpg,640,640,Rogue,207,477,297,573,22
125,0037_jpg.rf.838c7e6d88f686dd76cab851da31e5ba.jpg,640,640,Rogue,259,246,307,334,22
126,0037_jpg.rf.838c7e6d88f686dd76cab851da31e5ba.jpg,640,640,Rogue,466,442,504,477,22
127,0037_jpg.rf.838c7e6d88f686dd76cab851da31e5ba.jpg,640,640,Rogue,406,196,440,264,22
128,0037_jpg.rf.838c7e6d88f686dd76cab851da31e5ba.jpg,640,640,Juggernaut,82,330,178,488,23
129,0037_jpg.rf.838c7e6d88f686dd76cab851da31e5ba.jpg,640,640,Juggernaut,135,67,163,119,23
130,0037_jpg.rf.838c7e6d88f686dd76cab851da31e5ba.jpg,640,640,Juggernaut,245,133,307,209,23
131,0037_jpg.rf.838c7e6d88f686dd76cab851da31e5ba.jpg,640,640,Juggernaut,447,480,481,528,23
132,0037_jpg.rf.838c7e6d88f686dd76cab851da31e5ba.jpg,640,640,Juggernaut,426,138,518,194,23
133,0037_jpg.rf.838c7e6d88f686dd76cab851da31e5ba.jpg,640,640,Beast,396,298,478,358,17
134,0037_jpg.rf.838c7e6d88f686dd76cab851da31e5ba.jpg,640,640,Beast,389,244,417,294,17
135,0037_jpg.rf.838c7e6d88f686dd76cab851da31e5ba.jpg,640,640,Jubilee,471,243,504,319,6
136,0037_jpg.rf.838c7e6d88f686dd76cab851da31e5ba.jpg,640,640,Gambit,498,193,530,256,18
137,0037_jpg.rf.838c7e6d88f686dd76cab851da31e5ba.jpg,640,640,Jean,397,64,463,115,24
138,0037_jpg.rf.838c7e6d88f686dd76cab851da31e5ba.jpg,640,640,Jean,363,540,499,609,24
139,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-106_jpg.rf.7d68abd59783c48853fd8b6b96741a97.jpg,640,640,Doc ock,46,81,304,595,25
140,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-106_jpg.rf.7d68abd59783c48853fd8b6b96741a97.jpg,640,640,Sandman,304,40,504,122,26
141,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-106_jpg.rf.7d68abd59783c48853fd8b6b96741a97.jpg,640,640,Sandman,318,338,514,422,26
142,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-106_jpg.rf.7d68abd59783c48853fd8b6b96741a97.jpg,640,640,Sandman,306,460,584,529,26
143,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-106_jpg.rf.7d68abd59783c48853fd8b6b96741a97.jpg,640,640,Sandman,305,540,443,601,26
144,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-106_jpg.rf.7d68abd59783c48853fd8b6b96741a97.jpg,640,640,Sandman,357,266,457,326,26
145,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-106_jpg.rf.7d68abd59783c48853fd8b6b96741a97.jpg,640,640,Man,307,139,511,221,12
146,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-456_jpg.rf.7b576f0155d270ae086a666ada92d6ea.jpg,640,640,Dr Doom,165,75,483,303,2
147,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-456_jpg.rf.7b576f0155d270ae086a666ada92d6ea.jpg,640,640,Man,41,163,136,424,12
148,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-456_jpg.rf.7b576f0155d270ae086a666ada92d6ea.jpg,640,640,Spiderman,83,499,321,593,1
149,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-456_jpg.rf.7b576f0155d270ae086a666ada92d6ea.jpg,640,640,Dr Doom,509,166,587,351,2
150,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-456_jpg.rf.7b576f0155d270ae086a666ada92d6ea.jpg,640,640,Dr Doom,548,499,588,521,2
151,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-180_jpg.rf.7fc7d3632c14c504eea06ed914a4e04d.jpg,640,640,Spiderman,430,134,573,404,1
152,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-180_jpg.rf.7fc7d3632c14c504eea06ed914a4e04d.jpg,640,640,Spiderman,44,121,295,201,1
153,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-180_jpg.rf.7fc7d3632c14c504eea06ed914a4e04d.jpg,640,640,Spiderman,224,57,314,93,1
154,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-180_jpg.rf.7fc7d3632c14c504eea06ed914a4e04d.jpg,640,640,Spiderman,226,408,354,526,1
155,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-180_jpg.rf.7fc7d3632c14c504eea06ed914a4e04d.jpg,640,640,PeterParker,42,471,178,564,10
156,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-180_jpg.rf.7fc7d3632c14c504eea06ed914a4e04d.jpg,640,640,aunt may,241,229,391,319,13
157,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-180_jpg.rf.7fc7d3632c14c504eea06ed914a4e04d.jpg,640,640,Spiderman,60,214,114,244,1
158,0094_jpg.rf.854df3b801d84528c2ff69ef500914d7.jpg,640,640,Venom,114,196,446,528,27
159,0094_jpg.rf.854df3b801d84528c2ff69ef500914d7.jpg,640,640,Spiderman,482,231,585,497,1
160,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-384_jpg.rf.7ef7eda6ff68eb2463ca04b2d5834813.jpg,640,640,Spiderman,249,83,603,182,1
161,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-384_jpg.rf.7ef7eda6ff68eb2463ca04b2d5834813.jpg,640,640,Spiderman,259,216,532,292,1
162,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-384_jpg.rf.7ef7eda6ff68eb2463ca04b2d5834813.jpg,640,640,Spiderman,274,327,444,418,1
163,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-384_jpg.rf.7ef7eda6ff68eb2463ca04b2d5834813.jpg,640,640,Spiderman,265,426,475,519,1
164,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-353_jpg.rf.85bd871f5a27921a5a767269714dcd7c.jpg,640,640,Spiderman,245,352,409,566,1
165,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-353_jpg.rf.85bd871f5a27921a5a767269714dcd7c.jpg,640,640,Spiderman,66,35,204,307,1
166,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-353_jpg.rf.85bd871f5a27921a5a767269714dcd7c.jpg,640,640,Cardiac,439,43,595,184,0
167,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-353_jpg.rf.85bd871f5a27921a5a767269714dcd7c.jpg,640,640,Cardiac,448,389,499,457,0
168,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-353_jpg.rf.85bd871f5a27921a5a767269714dcd7c.jpg,640,640,Spiderman,233,228,435,338,1
169,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-353_jpg.rf.85bd871f5a27921a5a767269714dcd7c.jpg,640,640,Cardiac,57,340,165,602,0
170,Amazing-Spider-Man-Epic-Collection-Return-of-the-Sinister-Six-353_jpg.rf.85bd871f5a27921a5a767269714dcd7c.jpg,640,640,Cardiac,247,43,307,133,0
171,0230_jpg.rf.8285c01fef0744e5a6ff1f23a24980f7.jpg,640,640,Toad,425,35,484,141,28
172,0230_jpg.rf.8285c01fef0744e5a6ff1f23a24980f7.jpg,640,640,ScarletWitch,428,370,547,463,29
173,0230_jpg.rf.8285c01fef0744e5a6ff1f23a24980f7.jpg,640,640,QuickSilver,424,469,564,595,30
174,0230_jpg.rf.8285c01fef0744e5a6ff1f23a24980f7.jpg,640,640,Magneto,425,177,590,353,31
175,0230_jpg.rf.8285c01fef0744e5a6ff1f23a24980f7.jpg,640,640,Magneto,258,33,318,281,31
176,0230_jpg.rf.8285c01fef0744e5a6ff1f23a24980f7.jpg,640,640,Cyclops,71,143,166,245,4
177,0230_jpg.rf.8285c01fef0744e5a6ff1f23a24980f7.jpg,640,640,Storm,139,238,190,291,5
178,0230_jpg.rf.8285c01fef0744e5a6ff1f23a24980f7.jpg,640,640,Wolverine,119,299,167,347,3
179,0230_jpg.rf.8285c01fef0744e5a6ff1f23a24980f7.jpg,640,640,Jean,66,370,175,472,24
180,0230_jpg.rf.8285c01fef0744e5a6ff1f23a24980f7.jpg,640,640,Gambit,175,124,215,232,18
181,0230_jpg.rf.8285c01fef0744e5a6ff1f23a24980f7.jpg,640,640,Jean,77,475,237,608,24
